title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New Mercedes-Benz Sprinter 2026,330000.0,AED,2026.0,0.0,Mercedes-Benz,Sprinter,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-mercedes-benz-sprinter-519-extra-long-20l-turbo-diesel-4x2-2026-gcc-specs-with-2-years-warranty-for-local-registrati-821965.html,15,,dubicars,2026-04-28T13:24:48.937260,dom,,,True,821965.0,German,luxury,Luxury,0.0,,,83,-0.76,Potential Deal 🔥
New Mercedes-Benz G 63 AMG 2026,937000.0,AED,2026.0,0.0,Mercedes-Benz,G 63 AMG,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mercedes-benz-g-63-amg-g-63-amg-double-night-package-2026-2-years-international-warranty-955912.html,20,,dubicars,2026-04-28T13:24:14.133602,dom,,,True,955912.0,German,luxury,Ultra-Luxury,0.0,,,78,-0.19,Normal
New Mercedes-Benz E200 2026,258000.0,AED,2026.0,0.0,Mercedes-Benz,E200,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mercedes-benz-e200-948827.html,20,,dubicars,2026-04-28T13:24:14.133479,dom,,,True,948827.0,German,luxury,Luxury,0.0,,,78,-0.52,Normal
New Land Rover Defender 2026,399999.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-defender-land-rover-defender-p400-v6-gcc-2026-944973.html,18,,dubicars,2026-04-28T13:26:09.983796,dom,,,True,944973.0,British,luxury,Luxury,0.0,,,88,-0.46,Below Market
New Land Rover Range Rover 2026,1099000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-sv-swb-p615-44l-santorini-black-2026my-export-only-958487.html,17,,dubicars,2026-04-28T13:24:01.609193,dom,,,True,958487.0,British,luxury,Ultra-Luxury,0.0,,,83,1.72,Overpriced ⚠️
New Land Rover Range Rover 2026,1110000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-range-rover-sv-swb-p615-44l-santorini-black-2026my-961941.html,20,,dubicars,2026-04-28T13:24:01.607419,dom,,,True,961941.0,British,luxury,Ultra-Luxury,0.0,,,83,1.76,Overpriced ⚠️
New Land Rover Range Rover 2026,729000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-autobiography-p530-44l-v8-white-white-2026-my-export-only-907157.html,20,,dubicars,2026-04-28T13:36:30.134192,dom,,,True,907157.0,British,luxury,Ultra-Luxury,0.0,,,83,0.27,Normal
New Kia Bongo 2026,61500.0,AED,2026.0,11.0,Kia,Bongo,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-bongo-full-options-manual-gearbox-971381.html,7,,dubicars,2026-04-28T14:54:10.115669,dom,,,True,971381.0,Korean,mainstream,Mid-Range,0.0,,,78,,Normal
New Kia KX1 2026,40500.0,AED,2026.0,0.0,Kia,KX1,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-kx1-14l-cvt-with-sunroof-918880.html,9,,dubicars,2026-04-28T15:03:28.202986,dom,,,True,918880.0,Korean,mainstream,Economy,0.0,,,78,,Normal
New Kia Sorento 2026,122500.0,AED,2026.0,0.0,Kia,Sorento,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-sorento-35l-fwd-gcc-specs-full-option-2026-model-brand-new-950998.html,29,,dubicars,2026-04-28T15:02:29.990908,dom,,,True,950998.0,Korean,mainstream,Premium,0.0,,,88,-0.54,Normal
New Kia K3 2026,42000.0,AED,2026.0,0.0,Kia,K3,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-k3-935140.html,4,,dubicars,2026-04-28T14:54:48.821668,dom,,,True,935140.0,Korean,mainstream,Economy,0.0,,,78,,Normal
New Kia Carnival 2026,133000.0,AED,2026.0,0.0,Kia,Carnival,,Van/MPV,Petrol,Automatic,,,,,,,Korean Spec,dealer,,https://www.dubicars.com/2026-kia-carnival-gdi-ex-35l-korean-specs-v6-petrol-8-speed-automatic-lhd-best-price-952469.html,30,,dubicars,2026-04-28T15:13:01.232452,dom,,,True,952469.0,Korean,mainstream,Premium,0.0,,,88,,Normal
New Kia K4 2026,88000.0,AED,2026.0,0.0,Kia,K4,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-k4-908323.html,16,,dubicars,2026-04-28T15:19:49.210166,dom,,,True,908323.0,Korean,mainstream,Mid-Range,0.0,,,78,,Normal
New Kia Sportage 2026,68000.0,AED,2026.0,0.0,Kia,Sportage,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sportage-kia-sportage-971170.html,16,,dubicars,2026-04-28T15:31:37.357688,dom,,,True,971170.0,Korean,mainstream,Mid-Range,0.0,,,83,-0.64,Below Market
New Kia Picanto 2026,46000.0,AED,2026.0,0.0,Kia,Picanto,,Hatchback,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-picanto-new-kia-picanto-12l-petrol-model-2026-gcc-specs-921985.html,20,,dubicars,2026-04-28T15:27:18.129651,dom,,,True,921985.0,Korean,mainstream,Economy,0.0,,,88,,Normal
New Kia KX1 2026,49000.0,AED,2026.0,0.0,Kia,KX1,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-kx1-953134.html,6,,dubicars,2026-04-28T15:27:18.128622,dom,,,True,953134.0,Korean,mainstream,Economy,0.0,,,78,,Normal
New Land Rover Range Rover 2026,660000.0,AED,2026.0,50.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-2026-range-rover-vouge-hse-v6-brand-new-967229.html,19,,dubicars,2026-04-28T13:34:59.561505,dom,,,True,967229.0,British,luxury,Ultra-Luxury,0.0,,,83,0.0,Normal
New Land Rover Range Rover 2026,599000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-hse-p400-30l-v6-white-2026-my-export-only-954278.html,14,,dubicars,2026-04-28T13:42:37.840275,dom,,,True,954278.0,British,luxury,Ultra-Luxury,0.0,,,83,-0.23,Normal
New Land Rover Range Rover 2026,659000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-autobiography-p400-30l-black-2026-my-export-only-954283.html,16,,dubicars,2026-04-28T13:42:37.839717,dom,,,True,954283.0,British,luxury,Ultra-Luxury,0.0,,,83,0.0,Normal
New Land Rover Range Rover 2026,749000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-range-rover-autobiography-v8-p530-2026-gcc-0km-export-952157.html,23,,dubicars,2026-04-28T13:42:00.830597,dom,,,True,952157.0,British,luxury,Ultra-Luxury,0.0,,,88,0.35,Normal
New Land Rover Range Rover 2026,595000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-2026-range-rover-vogue-hse-p400-export-950461.html,19,,dubicars,2026-04-28T13:42:00.829505,dom,,,True,950461.0,British,luxury,Ultra-Luxury,0.0,,,83,-0.25,Normal
New Kia Carens 2026,65000.0,AED,2026.0,0.0,Kia,Carens,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-carens-946261.html,26,,dubicars,2026-04-28T14:07:05.338420,dom,,,True,946261.0,Korean,mainstream,Mid-Range,0.0,,,78,,Normal
New Kia Pegas 2026,42000.0,AED,2026.0,0.0,Kia,Pegas,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-pegas-912431.html,18,,dubicars,2026-04-28T14:05:55.935345,dom,,,True,912431.0,Korean,mainstream,Economy,0.0,,,78,,Normal
New Kia Carens 2026,67500.0,AED,2026.0,0.0,Kia,Carens,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-carens-15l-mid-option-gcc-specs-7-seater-2026-model-brand-new-941329.html,23,,dubicars,2026-04-28T14:00:43.859403,dom,,,True,941329.0,Korean,mainstream,Mid-Range,0.0,,,83,,Normal
New Kia K5 2026,91000.0,AED,2026.0,0.0,Kia,K5,,Sedan,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-k5-25l-full-option-gcc-specs-2026-model-brand-new-939565.html,21,,dubicars,2026-04-28T13:59:48.920172,dom,,,True,939565.0,Korean,mainstream,Mid-Range,0.0,,,88,0.0,Normal
New Land Rover Defender 2026,409000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-p400-x-dynamic-hse-carpathian-grey-2026my-export-only-967382.html,14,,dubicars,2026-04-28T13:37:43.303057,dom,,,True,967382.0,British,luxury,Luxury,0.0,,,83,-0.41,Below Market
New Land Rover Range Rover Velar 2026,279999.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-velar-otherland-rover-range-rover-velar-2026-automatic-0-km-4-cylinder-all-wheel-drive-awd-suv-gold-941760.html,22,,dubicars,2026-04-28T13:47:00.927184,dom,,,True,941760.0,British,luxury,Luxury,0.0,,,83,-1.48,Potential Deal 🔥
New Land Rover Defender 2026,979999.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-defender-gcc-spec-under-warranty-and-service-960302.html,20,,dubicars,2026-04-28T13:46:23.736458,dom,,,True,960302.0,British,luxury,Ultra-Luxury,0.0,,,88,2.67,Overpriced ⚠️
New Land Rover Defender 2026,382999.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-p400-dynamic-se-972177.html,9,,dubicars,2026-04-28T13:45:05.884056,dom,,,True,972177.0,British,luxury,Luxury,0.0,,,83,-0.55,Below Market
New Kia Tasman 2026,126000.0,AED,2026.0,0.0,Kia,Tasman,,Pickup,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-tasman-pick-up-25t-4wd-mid-option-gcc-specs-2026-model-940634.html,23,,dubicars,2026-04-28T13:58:41.700873,dom,,,True,940634.0,Korean,mainstream,Premium,0.0,,,88,,Normal
New Kia Seltos 2026,53900.0,AED,2026.0,0.0,Kia,Seltos,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-seltos-15l-ivt-luxury-edition-935162.html,8,,dubicars,2026-04-28T13:58:09.932624,dom,,,True,935162.0,Korean,mainstream,Economy,0.0,,,78,-0.04,Normal
New Kia K4 2026,72500.0,AED,2026.0,0.0,Kia,K4,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-k4-954877.html,28,,dubicars,2026-04-28T13:58:09.930049,dom,,,True,954877.0,Korean,mainstream,Mid-Range,0.0,,,78,,Normal
New Land Rover Range Rover 2026,405000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-land-rover-defender-110-x-dynamic-hse-p400-gcc-specs-2026-export-973183.html,28,,dubicars,2026-04-28T13:50:49.742652,dom,,,True,973183.0,British,luxury,Luxury,0.0,,,88,-0.99,Potential Deal 🔥
New Land Rover Range Rover 2026,739000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-land-rover-range-rover-autobiography-p530-gcc-vipseat-automatic-side-steps-2026-export-972998.html,30,,dubicars,2026-04-28T13:50:49.742542,dom,,,True,972998.0,British,luxury,Ultra-Luxury,0.0,,,88,0.31,Normal
New Land Rover Defender 2026,405000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-defender-land-rover-defender-110-x-dynamic-hse-p400-gcc-specs-2026-export-971569.html,25,,dubicars,2026-04-28T13:50:49.742316,dom,,,True,971569.0,British,luxury,Luxury,0.0,,,88,-0.43,Below Market
New Land Rover Defender 2026,410000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-defender-land-rover-defender-110-x-dynamic-hse-p400-gcc-specs-2026-export-971187.html,28,,dubicars,2026-04-28T13:50:49.742200,dom,,,True,971187.0,British,luxury,Luxury,0.0,,,88,-0.41,Below Market
New Kia Picanto 2026,42500.0,AED,2026.0,0.0,Kia,Picanto,,Hatchback,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-picanto-12l-at-ptr-898756.html,13,,dubicars,2026-04-28T13:45:27.669983,dom,,,True,898756.0,Korean,mainstream,Economy,0.0,,,83,,Normal
New Kia Sorento 2026,131000.0,AED,2026.0,0.0,Kia,Sorento,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sorento-964915.html,16,,dubicars,2026-04-28T13:43:54.412701,dom,,,True,964915.0,Korean,mainstream,Premium,0.0,,,83,0.05,Normal
New Kia K5 2026,105000.0,AED,2026.0,0.0,Kia,K5,,Sedan,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-k5-20l-hybrid-gcc-specs-full-option-2026-model-brand-new-939572.html,22,,dubicars,2026-04-28T13:38:10.597115,dom,,,True,939572.0,Korean,mainstream,Mid-Range,0.0,,,88,1.28,Above Market
New Kia Sportage 2026,144990.0,AED,2026.0,95.0,Kia,Sportage,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sportage-sx-nq5-952318.html,22,,dubicars,2026-04-28T13:37:55.931868,dom,,,True,952318.0,Korean,mainstream,Premium,0.0,,,83,1.95,Overpriced ⚠️
New Kia Sorento 2026,143000.0,AED,2026.0,0.0,Kia,Sorento,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sorento-954909.html,30,,dubicars,2026-04-28T13:37:43.305162,dom,,,True,954909.0,Korean,mainstream,Premium,0.0,,,83,0.89,Normal
New Kia Seltos 2026,58800.0,AED,2026.0,0.0,Kia,Seltos,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-seltos-kia-seltos-2026-15-ivt-premium-edtion-panorama360-camera-full-option-export-only-914105.html,15,,dubicars,2026-04-28T13:50:49.738229,dom,,,True,914105.0,Korean,mainstream,Economy,0.0,,,78,1.71,Normal
New Kia Seltos 2026,54000.0,AED,2026.0,0.0,Kia,Seltos,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-seltos-kia-seltos-2026-15-ivt-deluxe-edtion-panorama-export-only-914101.html,13,,dubicars,2026-04-28T13:50:32.645145,dom,,,True,914101.0,Korean,mainstream,Economy,0.0,,,78,0.0,Normal
New Kia Sportage 2026,79000.0,AED,2026.0,0.0,Kia,Sportage,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sportage-kia-sportage-20-rvc4wd-953605.html,21,,dubicars,2026-04-28T13:50:02.211251,dom,,,True,953605.0,Korean,mainstream,Mid-Range,0.0,,,83,-0.27,Normal
New Land Rover Defender 2026,485000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-110-p525-v8-brand-new-export-offer-970882.html,7,,dubicars,2026-04-28T13:49:24.958665,dom,,,True,970882.0,British,luxury,Luxury,0.0,,,83,0.0,Normal
New Land Rover Defender 2026,685000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-p635-v8-octa-brand-new-export-price-970873.html,6,,dubicars,2026-04-28T13:49:24.958526,dom,,,True,970873.0,British,luxury,Ultra-Luxury,0.0,,,83,1.08,Overpriced ⚠️
New Land Rover Defender 2026,770000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-110-635-octa-v8-2026-972996.html,29,,dubicars,2026-04-28T14:02:39.085567,dom,,,True,972996.0,British,luxury,Ultra-Luxury,0.0,,,83,1.54,Overpriced ⚠️
New Land Rover Defender 2026,437000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-defender-x-daynamic-hse-p-400-935590.html,20,,dubicars,2026-04-28T14:02:07.133156,dom,,,True,935590.0,British,luxury,Luxury,0.0,,,83,-0.26,Normal
New Land Rover Range Rover Sport 2026,1090000.0,AED,2026.0,0.0,Land Rover,Range Rover Sport,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-sport-range-rover-sv-2026-brand-new-two-tone-special-color-959576.html,22,,dubicars,2026-04-28T14:00:43.857853,dom,,,True,959576.0,British,luxury,Ultra-Luxury,0.0,,,78,,Normal
New Kia K5 2026,83500.0,AED,2026.0,0.0,Kia,K5,,Sedan,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-kia-k5-kia-k5-2026-gcc-specs-hev-20l-972026.html,29,,dubicars,2026-04-28T13:29:44.213730,dom,,,True,972026.0,Korean,mainstream,Mid-Range,0.0,,,88,-0.69,Normal
New Kia Sorento 2026,161000.0,AED,2026.0,0.0,Kia,Sorento,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sorento-954872.html,30,,dubicars,2026-04-28T13:37:43.302300,dom,,,True,954872.0,Korean,mainstream,Premium,0.0,,,83,2.15,Above Market
New Kia Sorento 2026,126000.0,AED,2026.0,0.0,Kia,Sorento,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-kia-sorento-kia-sorento-2026-full-option-965900.html,21,,dubicars,2026-04-28T13:37:13.991432,dom,,,True,965900.0,Korean,mainstream,Premium,0.0,,,83,-0.3,Normal
New Land Rover Range Rover Velar 2026,279000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-velar-se-p250-dynamic-2026-five-years-warranty-three-years-service-contract-918968.html,18,,dubicars,2026-04-28T13:52:14.095231,dom,,,True,918968.0,British,luxury,Luxury,0.0,,,83,-1.48,Potential Deal 🔥
New Land Rover Range Rover Velar 2026,309000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-velar-p250-autobiography-2026-five-years-warranty-three-years-service-contract-919980.html,18,,dubicars,2026-04-28T13:52:14.095092,dom,,,True,919980.0,British,luxury,Luxury,0.0,,,83,-1.37,Potential Deal 🔥
New Land Rover Range Rover 2026,650000.0,AED,2026.0,96.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-autobiography-lwb-7-seater-44l-v8-970257.html,6,,dubicars,2026-04-28T14:54:48.819590,dom,,,True,970257.0,British,luxury,Ultra-Luxury,0.0,,,83,-0.04,Normal
New Land Rover Range Rover 2026,765000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-vogue-hse-p530-958970.html,18,,dubicars,2026-04-28T14:06:38.026691,dom,,,True,958970.0,British,luxury,Ultra-Luxury,0.0,,,83,0.41,Above Market
New Mitsubishi L200 2026,74800.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-glx-2026-24l-manual-transmission-double-cabin-4x4-export-best-price-852961.html,22,,dubicars,2026-04-28T16:41:31.191143,dom,,,True,852961.0,Japanese,mainstream,Mid-Range,0.0,,,83,-0.22,Normal
New Mitsubishi L200 2026,107000.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-brand-new-2026-mitsubishi-l200-gls-c82-25l-pick-up-gcc-export-ready-921868.html,16,,dubicars,2026-04-28T17:07:25.740005,dom,,,True,921868.0,Japanese,mainstream,Mid-Range,0.0,,,88,2.01,Overpriced ⚠️
New Mitsubishi Canter Van 2026,79000.0,AED,2026.0,0.0,Mitsubishi,Canter Van,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-canter-van-brand-new-mitsubishi-fuso-canter-2026-42l-2wd-diesel-whiteblack-canterchassis-100-42-25-for-ex-906817.html,20,,dubicars,2026-04-28T17:07:25.739892,dom,,,True,906817.0,Japanese,mainstream,Mid-Range,0.0,,,83,-1.33,Below Market
New Mitsubishi Fuso FJ 2026,205000.0,AED,2026.0,0.0,Mitsubishi,Fuso FJ,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-fuso-fj-958650.html,7,,dubicars,2026-04-28T17:02:56.101936,dom,,,True,958650.0,Japanese,mainstream,Premium,0.0,,,78,,Normal
New Land Rover Range Rover 2026,535000.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-p460e-plug-in-hybrid-brand-new-export-price-971353.html,10,,dubicars,2026-04-28T14:05:55.938109,dom,,,True,971353.0,British,luxury,Ultra-Luxury,0.0,,,83,-0.48,Below Market
New Land Rover Defender 2026,695000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-octa-p635-brand-new-v8-export-offer-972175.html,10,,dubicars,2026-04-28T14:05:55.937882,dom,,,True,972175.0,British,luxury,Ultra-Luxury,0.0,,,83,1.13,Overpriced ⚠️
New Land Rover Range Rover 2026,1009999.0,AED,2026.0,0.0,Land Rover,Range Rover,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-p615-sv-autobiography-lwb-export-offer-972730.html,11,,dubicars,2026-04-28T14:05:55.937420,dom,,,True,972730.0,British,luxury,Ultra-Luxury,0.0,,,83,1.37,Overpriced ⚠️
New Land Rover Defender 2026,755000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-defender-110-p635-octa-v8-2026-973008.html,25,,dubicars,2026-04-28T14:02:39.085823,dom,,,True,973008.0,British,luxury,Ultra-Luxury,0.0,,,83,1.46,Overpriced ⚠️
New Mitsubishi L200 2026,73800.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-triton-gl-diesel-2026-dc-4x4-5-mt-mid-line-export-only-ramadan-offer-778670.html,26,,dubicars,2026-04-28T15:22:33.177831,dom,,,True,778670.0,Japanese,mainstream,Mid-Range,0.0,,,83,-0.29,Normal
New Mitsubishi L200 2026,82000.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-2026-mitsubishi-l200-24l-mt-petrol-blue-873870.html,27,,dubicars,2026-04-28T15:21:41.024928,dom,,,True,873870.0,Japanese,mainstream,Mid-Range,0.0,,,83,0.28,Normal
New Land Rover Range Rover Sport 2026,493966.0,AED,2026.0,40.0,Land Rover,Range Rover Sport,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-land-rover-range-rover-sport-30-p460e-382kwh-dynamic-se-auto-4wd-euro-6-ss-5dr-export-only-right-hand-drive-963325.html,23,,dubicars,2026-04-28T15:06:01.473056,dom,,,True,963325.0,British,luxury,Luxury,0.0,,,78,,Normal
New Land Rover Defender 2026,495000.0,AED,2026.0,0.0,Land Rover,Defender,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2026-land-rover-defender-trophy-edition-v6-gcc-specs-5-year-warranty-service-contract-953467.html,27,,dubicars,2026-04-28T15:05:04.257392,dom,,,True,953467.0,British,luxury,Luxury,0.0,,,88,0.05,Normal
New Mitsubishi L200 2026,106000.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-mitsubishi-l200-sportero-dc-24d-at-4x4-my2026-887420.html,18,,dubicars,2026-04-28T15:34:02.814603,dom,,,True,887420.0,Japanese,mainstream,Mid-Range,0.0,,,83,1.94,Overpriced ⚠️
New Mitsubishi L200 2026,74000.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-24-l-diesel-doubl-cabin-4x4-5mt-mid-line-949010.html,22,,dubicars,2026-04-28T15:31:37.356440,dom,,,True,949010.0,Japanese,mainstream,Mid-Range,0.0,,,83,-0.28,Normal
New Mitsubishi L200 2026,68000.0,AED,2026.0,0.0,Mitsubishi,L200,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-l200-24l-petrol-4x4-dcabin-5-mt-mid-line-948969.html,19,,dubicars,2026-04-28T15:30:57.920310,dom,,,True,948969.0,Japanese,mainstream,Mid-Range,0.0,,,83,-0.69,Normal
New Mitsubishi Rosa 2026,188000.0,AED,2026.0,0.0,Mitsubishi,Rosa,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2026-mitsubishi-rosa-955130.html,16,,dubicars,2026-04-28T15:24:43.162156,dom,,,True,955130.0,Japanese,mainstream,Premium,0.0,,,78,,Normal
