title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New Toyota Land Cruiser 2025,213000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-toyota-land-cruiser-gxr-4000-cc-2025-model-826232.html,15,,dubicars,2026-04-28T13:42:22.962572,dom,,,True,826232.0,Japanese,mainstream,Premium,1.0,213000.0,0.0,83,-0.49,Below Market
New Toyota Fortuner 2025,124999.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-fortuner-24l-diesel-2025-755538.html,20,,dubicars,2026-04-28T13:43:54.416178,dom,,,True,755538.0,Japanese,mainstream,Premium,1.0,124999.0,0.0,83,-0.31,Normal
New Chevrolet Captiva 2024,53000.0,AED,2024.0,38.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-captiva-2024-chevrolet-captiva-premier-15l-150-hp-7-seater-5-door-export-only-841299.html,24,,dubicars,2026-04-28T14:04:08.292470,dom,,,True,841299.0,American,mainstream,Economy,2.0,26500.0,19.0,78,,Normal
New Chevrolet Captiva 2024,53000.0,AED,2024.0,41.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-captiva-premier-15l-150-hp-7-seater-5-door-2024-chevrolet-captiva-premier-export-only-834180.html,24,,dubicars,2026-04-28T14:04:08.292931,dom,,,True,834180.0,American,mainstream,Economy,2.0,26500.0,20.5,78,,Normal
New Chevrolet Tahoe 2025,252000.0,AED,2025.0,0.0,Chevrolet,Tahoe,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-chevrolet-tahoe-chevrolet-tahoe-premier-4wd-2025-export-934147.html,12,,dubicars,2026-04-28T15:02:03.557031,dom,,,True,934147.0,American,mainstream,Luxury,1.0,252000.0,0.0,83,-1.32,Normal
New Chevrolet Captiva 2025,69499.0,AED,2025.0,0.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-chevrolet-captiva-premier-15l-150-hp-7-seater-5-door-multiple-colors-available-gcc-premier-15l-7-seats-962766.html,18,,dubicars,2026-04-28T15:03:05.945301,dom,,,True,962766.0,American,mainstream,Mid-Range,1.0,69499.0,0.0,83,,Normal
New Chevrolet Camaro 2021,299000.0,AED,2021.0,0.0,Chevrolet,Camaro,,Coupe,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2021-chevrolet-camaro-ss-62l-coupe-956719.html,17,,dubicars,2026-04-28T15:13:18.304432,dom,,,True,956719.0,American,mainstream,Luxury,5.0,59800.0,0.0,83,,Normal
New Chevrolet Tahoe 2024,235000.0,AED,2024.0,25.0,Chevrolet,Tahoe,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-tahoe-53l-v8-premier-971655.html,13,,dubicars,2026-04-28T15:27:40.355214,dom,,,True,971655.0,American,mainstream,Premium,2.0,117500.0,12.5,83,,Normal
New Chevrolet Captiva 2024,53000.0,AED,2024.0,42.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-captiva-2024-chevrolet-captiva-premier-export-only-882491.html,21,,dubicars,2026-04-28T15:29:30.927279,dom,,,True,882491.0,American,mainstream,Economy,2.0,26500.0,21.0,78,,Normal
New Toyota Hiace 2025,165000.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-920693.html,30,,dubicars,2026-04-28T13:43:28.493902,dom,,,True,920693.0,Japanese,mainstream,Premium,1.0,165000.0,0.0,78,0.31,Above Market
New Toyota Corolla Cross 2025,69000.0,AED,2025.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-cross-hybrid-e-cvt-20l-965465.html,16,,dubicars,2026-04-28T13:43:28.494897,dom,,,True,965465.0,Japanese,mainstream,Mid-Range,1.0,69000.0,0.0,78,-0.04,Normal
New Toyota Corolla 2025,56500.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-18l-hybrid-4-cylinder-965495.html,18,,dubicars,2026-04-28T13:43:28.495013,dom,,,True,965495.0,Japanese,mainstream,Economy,1.0,56500.0,0.0,83,0.0,Normal
New Toyota Land Cruiser 2025,260000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-toyota-land-cruiser-gxr-40l-2025-model-sunroof-electric-seat-896565.html,21,,dubicars,2026-04-28T13:43:28.495130,dom,,,True,896565.0,Japanese,mainstream,Luxury,1.0,260000.0,0.0,83,0.12,Normal
New Toyota Highlander 2025,183000.0,AED,2025.0,0.0,Toyota,Highlander,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-highlander-25l-hybrid-vxr-awd-965855.html,11,,dubicars,2026-04-28T13:43:54.413236,dom,,,True,965855.0,Japanese,mainstream,Premium,1.0,183000.0,0.0,83,0.12,Normal
New Toyota Corolla 2025,56000.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-gli-hev-18l-gli-elite-18l-907531.html,17,,dubicars,2026-04-28T13:43:54.413542,dom,,,True,907531.0,Japanese,mainstream,Economy,1.0,56000.0,0.0,83,-0.0,Normal
New Toyota Camry 2025,109000.0,AED,2025.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-camry-premium-edition-887272.html,23,,dubicars,2026-04-28T13:43:54.414793,dom,,,True,887272.0,Japanese,mainstream,Mid-Range,1.0,109000.0,0.0,83,-0.31,Normal
New Toyota Frontlander 2025,76000.0,AED,2025.0,0.0,Toyota,Frontlander,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-frontlander-20l-hybrid-luxury-plus-full-option-top-option-2025-brand-new-export-only-939765.html,20,,dubicars,2026-04-28T13:46:23.734826,dom,,,True,939765.0,Japanese,mainstream,Mid-Range,1.0,76000.0,0.0,78,1.17,Normal
New Toyota Hilux 2025,133000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-sr5-wide-body-24l-diesel-v4-at-push-start-rear-camera-rear-chrome-bumper-code-hld5i-944802.html,12,,dubicars,2026-04-28T13:46:23.735456,dom,,,True,944802.0,Japanese,mainstream,Premium,1.0,133000.0,0.0,83,0.35,Normal
New Toyota Land Cruiser 70 2025,158000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-70-dx-28l-toyota-lc76-28l-tdsl-e-mt-940286.html,15,,dubicars,2026-04-28T13:46:23.736710,dom,,,True,940286.0,Japanese,mainstream,Premium,1.0,158000.0,0.0,83,-1.2,Potential Deal 🔥
New Toyota RAV4 2025,97000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-950444.html,18,,dubicars,2026-04-28T13:46:23.737580,dom,,,True,950444.0,Japanese,mainstream,Mid-Range,1.0,97000.0,0.0,83,-0.89,Below Market
New Toyota Hilux 2025,151000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-toyota-adventure-40l-compressor-2025-887324.html,13,,dubicars,2026-04-28T13:46:23.738167,dom,,,True,887324.0,Japanese,mainstream,Premium,1.0,151000.0,0.0,83,0.87,Above Market
New Toyota Land Cruiser 70 2025,142000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-70-lc78-42l-v6-diesel-3door-798504.html,20,,dubicars,2026-04-28T13:43:54.416521,dom,,,True,798504.0,Japanese,mainstream,Premium,1.0,142000.0,0.0,83,-1.4,Potential Deal 🔥
New Toyota Camry 2025,102000.0,AED,2025.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-camry-lhd-25l-hybrid-le-g-fwd-at-2025my-805248.html,20,,dubicars,2026-04-28T13:45:27.671012,dom,,,True,805248.0,Japanese,mainstream,Mid-Range,1.0,102000.0,0.0,83,-0.62,Normal
New Chevrolet Suburban 2023,225000.0,AED,2023.0,0.0,Chevrolet,Suburban,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-chevrolet-suburban-2023-model-chevrolet-suburban-high-country-62l-petrol-awd-at-803187.html,17,,dubicars,2026-04-28T13:53:05.467742,dom,,,True,803187.0,American,mainstream,Premium,3.0,75000.0,0.0,83,,Normal
New Chevrolet Groove 2024,49900.0,AED,2024.0,0.0,Chevrolet,Groove,,Unknown,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-chevrolet-groove-premier-15l-chevrolet-groove-premier-15l-2024-gcc-full-option-with-warranty-667546.html,18,,dubicars,2026-04-28T13:55:27.285379,dom,,,True,667546.0,American,mainstream,Economy,2.0,24950.0,0.0,83,,Normal
New Chevrolet Traverse 2024,145000.0,AED,2024.0,0.0,Chevrolet,Traverse,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-traverse-lt-25t-chevrolet-traverse-lt-fwd-25l-suv-2024-export-879642.html,20,,dubicars,2026-04-28T13:56:15.001605,dom,,,True,879642.0,American,mainstream,Premium,2.0,72500.0,0.0,83,0.0,Normal
New Chevrolet Silverado 2025,160000.0,AED,2025.0,0.0,Chevrolet,Silverado,,Pickup,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-chevrolet-silverado-chevrolet-silverado-v8-53l-4wd-gcc-2025-export-950398.html,22,,dubicars,2026-04-28T13:56:15.002390,dom,,,True,950398.0,American,mainstream,Premium,1.0,160000.0,0.0,88,0.0,Normal
New Chevrolet Traverse 2024,154999.0,AED,2024.0,0.0,Chevrolet,Traverse,,Unknown,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-chevrolet-traverse-lt-25t-brand-new-gcc-7-seats-25t-328-hp-under-warranty-aed-3150-monthly-with-0-downpay-959735.html,19,,dubicars,2026-04-28T13:56:15.004151,dom,,,True,959735.0,American,mainstream,Premium,2.0,77499.5,0.0,83,0.79,Normal
New Chevrolet Silverado 2025,174999.0,AED,2025.0,0.0,Chevrolet,Silverado,,Pickup,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-chevrolet-silverado-v8-53l-355-hp-4x4-gcc-brand-new-aed-3550-monthly-with-0-down-payment-under-warranty-ref-961795.html,17,,dubicars,2026-04-28T13:56:32.500727,dom,,,True,961795.0,American,mainstream,Premium,1.0,174999.0,0.0,88,1.16,Normal
New Chevrolet Captiva 2024,53000.0,AED,2024.0,46.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-captiva-2024-chevrolet-captiva-15t-premier-7-seats-export-only-897853.html,21,,dubicars,2026-04-28T14:03:46.850172,dom,,,True,897853.0,American,mainstream,Economy,2.0,26500.0,23.0,78,,Normal
New Toyota Prado 2025,240000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-lhd-toyota-prado-250-luxury-wx-28d-at-my2025-bronze-790638.html,18,,dubicars,2026-04-28T13:47:00.926598,dom,,,True,790638.0,Japanese,mainstream,Premium,1.0,240000.0,0.0,83,1.14,Above Market
New Toyota Hilux 2025,77000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-toyota-hilux-27l-mt-single-cab-42-933487.html,10,,dubicars,2026-04-28T13:47:00.926719,dom,,,True,933487.0,Japanese,mainstream,Mid-Range,1.0,77000.0,0.0,83,-1.27,Potential Deal 🔥
New Toyota RAV4 2025,125000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-toyota-rav4-hybrid-e-four-937787.html,20,,dubicars,2026-04-28T13:47:00.926837,dom,,,True,937787.0,Japanese,mainstream,Premium,1.0,125000.0,0.0,83,0.19,Normal
New Toyota BZ3X 2025,79000.0,AED,2025.0,0.0,Toyota,bZ4X,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-bz3x-950543.html,17,,dubicars,2026-04-28T13:47:00.927551,dom,,,True,950543.0,Japanese,mainstream,Mid-Range,1.0,79000.0,0.0,78,-0.86,Normal
New BMW 520i 2024,199000.0,AED,2024.0,0.0,BMW,520i,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-bmw-520i-bmw-520i-0km-gcc-2024-779004.html,18,,dubicars,2026-04-28T15:37:29.450232,dom,,,True,779004.0,German,luxury,Premium,2.0,99500.0,0.0,83,,Normal
New BMW 225L 2025,117000.0,AED,2025.0,0.0,BMW,225L,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-225l-bmw-225-l-chinese-0km-2025-957112.html,10,,dubicars,2026-04-28T15:38:57.568956,dom,,,True,957112.0,German,luxury,Mid-Range,1.0,117000.0,0.0,78,0.0,Normal
New Chevrolet Captiva 2025,66000.0,AED,2025.0,0.0,Chevrolet,Captiva,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-chevrolet-captiva-premier-15l-fwd-7-seater-2025-for-local-registration-10-970745.html,16,,dubicars,2026-04-28T13:24:58.162891,dom,,,True,970745.0,American,mainstream,Mid-Range,1.0,66000.0,0.0,78,,Normal
New Chevrolet Silverado 2025,162000.0,AED,2025.0,10.0,Chevrolet,Silverado,,Pickup,Electric,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-chevrolet-silverado-v8-53l-awd-gcc-specification-959421.html,20,,dubicars,2026-04-28T13:29:30.654687,dom,,,True,959421.0,American,mainstream,Premium,1.0,162000.0,10.0,88,0.15,Normal
New Chevrolet Traverse 2024,130000.0,AED,2024.0,10.0,Chevrolet,Traverse,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-traverse-lt-25t-export-only-959423.html,18,,dubicars,2026-04-28T13:29:30.654917,dom,,,True,959423.0,American,mainstream,Premium,2.0,65000.0,5.0,78,-1.19,Normal
New Chevrolet Tahoe 2023,260000.0,AED,2023.0,0.0,Chevrolet,Tahoe,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-chevrolet-tahoe-vat-5-included-chevrolet-tahoe-high-country-62l-v8-petrol-brand-new-0km-971013.html,17,,dubicars,2026-04-28T13:29:44.215552,dom,,,True,971013.0,American,mainstream,Luxury,3.0,86666.66666666667,0.0,83,,Normal
New Chevrolet Silverado 2025,139000.0,AED,2025.0,0.0,Chevrolet,Silverado,,Pickup,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-chevrolet-silverado-chevrolet-silverado-27l-4x4-turbomax-l4-969219.html,29,,dubicars,2026-04-28T13:30:39.915999,dom,,,True,969219.0,American,mainstream,Premium,1.0,139000.0,0.0,83,-1.63,Normal
New Chevrolet Tahoe 2025,260900.0,AED,2025.0,0.0,Chevrolet,Tahoe,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-chevrolet-tahoe-premier-53l-2025-export-only-882803.html,22,,dubicars,2026-04-28T13:35:18.318560,dom,,,True,882803.0,American,mainstream,Luxury,1.0,260900.0,0.0,83,0.64,Normal
New Chevrolet Tahoe 2024,234999.0,AED,2024.0,50.0,Chevrolet,Tahoe,,SUV,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-chevrolet-tahoe-premier-62l-971198.html,16,,dubicars,2026-04-28T13:39:45.596210,dom,,,True,971198.0,American,mainstream,Premium,2.0,117499.5,25.0,83,,Normal
New BMW X3 2025,170999.0,AED,2025.0,0.0,BMW,X3,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x3-only-for-export-2025-bmw-x3-xdrive-25l-20t-awd-brand-new-961527.html,21,,dubicars,2026-04-28T15:09:13.187440,dom,,,True,961527.0,German,luxury,Premium,1.0,170999.0,0.0,83,-1.51,Below Market
New BMW X2 2025,215000.0,AED,2025.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x2-sdrive-18i-15l-v4-petrol-wm3-360-camera-radar-headup-display-with-panoramic-codex2-sdr-946270.html,17,,dubicars,2026-04-28T15:12:26.763145,dom,,,True,946270.0,German,luxury,Premium,1.0,215000.0,0.0,78,2.14,Overpriced ⚠️
New BMW X5 2024,384000.0,AED,2024.0,0.0,BMW,X5,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-bmw-x5-otherg05-x5-x-894132.html,13,,dubicars,2026-04-28T15:24:10.022049,dom,,,True,894132.0,German,luxury,Luxury,2.0,192000.0,0.0,83,,Normal
New BMW 318i 2025,155000.0,AED,2025.0,0.0,BMW,318i,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-318i-warranty-service-2025-gcc-870928.html,16,,dubicars,2026-04-28T15:24:10.022459,dom,,,True,870928.0,German,luxury,Premium,1.0,155000.0,0.0,83,,Normal
New BMW X5 2025,315000.0,AED,2025.0,0.0,BMW,X5,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-x5-xdrive40i-luxury-m-sport-package-30l-xdrive-40i-m-sport-under-warranty-service-2025-gcc-963323.html,14,,dubicars,2026-04-28T15:24:28.572352,dom,,,True,963323.0,German,luxury,Luxury,1.0,315000.0,0.0,88,-0.24,Normal
New BMW 225L 2025,118000.0,AED,2025.0,15.0,BMW,225L,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-225l-948961.html,17,,dubicars,2026-04-28T15:25:08.499059,dom,,,True,948961.0,German,luxury,Mid-Range,1.0,118000.0,15.0,78,0.31,Normal
New BMW 325 2025,145000.0,AED,2025.0,35.0,BMW,325,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-325-2025-bmw-3-series-325li-m-sport-package-export-only-904977.html,18,,dubicars,2026-04-28T15:28:33.984898,dom,,,True,904977.0,German,luxury,Premium,1.0,145000.0,35.0,78,,Normal
New BMW 325 2025,145000.0,AED,2025.0,25.0,BMW,325,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-325-2025-bmw-3-series-325li-m-sport-package-export-only-971286.html,18,,dubicars,2026-04-28T15:29:14.081217,dom,,,True,971286.0,German,luxury,Premium,1.0,145000.0,25.0,78,,Normal
New BMW i5 2025,179000.0,AED,2025.0,41.0,BMW,i5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-i5-2025-bmw-i5-edrive-35l-m-sport-pack-export-only-845480.html,20,,dubicars,2026-04-28T15:29:14.085103,dom,,,True,845480.0,German,luxury,Premium,1.0,179000.0,41.0,78,,Normal
New BMW X1 2025,140000.0,AED,2025.0,0.0,BMW,X1,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x1-s-drive-25-li-953454.html,29,,dubicars,2026-04-28T15:30:57.923217,dom,,,True,953454.0,German,luxury,Premium,1.0,140000.0,0.0,83,,Normal
New Toyota Land Cruiser 2025,295000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-gxr-v-35l-940508.html,20,,dubicars,2026-04-28T13:47:58.966934,dom,,,True,940508.0,Japanese,mainstream,Luxury,1.0,295000.0,0.0,83,0.57,Above Market
New Toyota Land Cruiser 2025,337000.0,AED,2025.0,6.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-toyota-land-cruiser-vx-35l-hybrid-2025-901741.html,26,,dubicars,2026-04-28T13:47:58.967054,dom,,,True,901741.0,Japanese,mainstream,Luxury,1.0,337000.0,6.0,83,1.11,Overpriced ⚠️
New Toyota Prado 2025,189000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-txl-28-diesel-916877.html,15,,dubicars,2026-04-28T13:47:58.967750,dom,,,True,916877.0,Japanese,mainstream,Premium,1.0,189000.0,0.0,83,-0.62,Normal
New Toyota Land Cruiser 2025,274999.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-gxr2-33l-917459.html,16,,dubicars,2026-04-28T13:47:40.874901,dom,,,True,917459.0,Japanese,mainstream,Luxury,1.0,274999.0,0.0,83,0.31,Normal
New Toyota Coaster 2025,264999.0,AED,2025.0,0.0,Toyota,Coaster,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-coaster-42l-30-seater-917463.html,28,,dubicars,2026-04-28T13:47:40.875017,dom,,,True,917463.0,Japanese,mainstream,Luxury,1.0,264999.0,0.0,78,1.7,Above Market
New Toyota Fortuner 2025,135000.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-40l-gxr-917470.html,16,,dubicars,2026-04-28T13:47:40.875133,dom,,,True,917470.0,Japanese,mainstream,Premium,1.0,135000.0,0.0,83,0.13,Normal
New Toyota Veloz 2025,69000.0,AED,2025.0,0.0,Toyota,Veloz,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-veloz-917504.html,18,,dubicars,2026-04-28T13:47:40.875364,dom,,,True,917504.0,Japanese,mainstream,Mid-Range,1.0,69000.0,0.0,78,0.43,Normal
New Toyota Land Cruiser 70 2025,170000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-70-sc-42-diesel-917682.html,17,,dubicars,2026-04-28T13:47:40.875597,dom,,,True,917682.0,Japanese,mainstream,Premium,1.0,170000.0,0.0,83,-1.04,Potential Deal 🔥
New Toyota Prado 2024,205000.0,AED,2024.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-prado-toyota-prado-250-28d-at-first-edition-my2024-white-760287.html,19,,dubicars,2026-04-28T13:48:26.759204,dom,,,True,760287.0,Japanese,mainstream,Premium,2.0,102500.0,0.0,83,0.39,Normal
New Toyota RAV4 2025,115000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-toyota-rav4-2025-chinese-955211.html,10,,dubicars,2026-04-28T13:48:26.759991,dom,,,True,955211.0,Japanese,mainstream,Mid-Range,1.0,115000.0,0.0,83,-0.19,Normal
New BMW X6 2025,519950.0,AED,2025.0,0.0,BMW,X6,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x6-9965-pm-o-0-downpayment-o-x6m-competition-o-agency-warranty-967122.html,17,,dubicars,2026-04-28T15:01:35.475923,dom,,,True,967122.0,German,luxury,Ultra-Luxury,1.0,519950.0,0.0,78,,Normal
New BMW X2 2024,146999.0,AED,2024.0,19.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-bmw-x2-x2-m-kit-2879-pm-0-downpayment-bmw-x2-m-kit-973477.html,14,,dubicars,2026-04-28T15:02:03.554596,dom,,,True,973477.0,German,luxury,Premium,2.0,73499.5,9.5,78,,Normal
New BMW M4 2025,404744.0,AED,2025.0,50.0,BMW,M4,,Coupe,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-m4-30t-30-biturbo-competition-steptronic-m-xdrive-euro-6-ss-2dr-export-only-right-hand-drive-972319.html,14,,dubicars,2026-04-28T15:04:02.128806,dom,,,True,972319.0,German,luxury,Luxury,1.0,404744.0,50.0,83,,Normal
New BMW 420i 2025,195000.0,AED,2025.0,100.0,BMW,420i,,Convertible,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-420i-2025-bmw-420i-m-sport-convertible-brand-new-2-years-warranty-971507.html,14,,dubicars,2026-04-28T15:05:27.239542,dom,,,True,971507.0,German,luxury,Premium,1.0,195000.0,100.0,83,,Normal
New BMW X7 2025,575000.0,AED,2025.0,45.0,BMW,X7,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-x7-m60i-2025-gcc-under-warranty-968484.html,20,,dubicars,2026-04-28T15:07:58.618305,dom,,,True,968484.0,German,luxury,Ultra-Luxury,1.0,575000.0,45.0,88,,Normal
New BMW X7 2025,575000.0,AED,2025.0,42.0,BMW,X7,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-x7-m60i-2025-gcc-under-warranty-968089.html,20,,dubicars,2026-04-28T15:07:58.620541,dom,,,True,968089.0,German,luxury,Ultra-Luxury,1.0,575000.0,42.0,88,,Normal
New Toyota Land Cruiser 2025,300000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-toyota-land-cruiser-vx-35l-2025-black-944966.html,21,,dubicars,2026-04-28T13:47:40.876795,dom,,,True,944966.0,Japanese,mainstream,Luxury,1.0,300000.0,0.0,83,0.63,Above Market
New Toyota Hilux 2025,162000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-dc-trd-40l-awd-941353.html,29,,dubicars,2026-04-28T13:47:58.965704,dom,,,True,941353.0,Japanese,mainstream,Premium,1.0,162000.0,0.0,83,1.19,Overpriced ⚠️
